y[mm],cla,clb,cd,cl,cz,C[mm],C*cz[mm],w[kg/mm],sa[N],si[N],S[N],M[N*m]
3944,0.9983759999999999,-0.060376,0.1157512,1.3373504,1.32373442004,1293.872,1712.74290153,0.11760000000000001,5181.061734595645,446.93847739160276,4734.123257204043,2050.9198779081626
3945,0.99828,-0.060405,0.115761,1.337187,1.32357867844,1293.6599999999999,1712.26079316,0.11760000000000001,5174.108942444333,446.51524019710314,4727.59370224723,2046.096571540892
3946,0.998184,-0.060434,0.11577080000000001,1.3370236,1.32342293684,1293.4479999999999,1711.77875081,0.11760000000000001,5167.16030359345,446.0920030026035,4721.068300590847,2041.2806039562042
3947,0.998088,-0.060463,0.1157806,1.3368602,1.32326719524,1293.2359999999999,1711.29677451,0.11760000000000001,5160.215817263929,445.6687658081039,4714.547051455826,2036.4719695416948
3948,0.997992,-0.060492,0.1157904,1.3366968,1.32311145364,1293.024,1710.81486423,0.11760000000000001,5153.275482676713,445.2455286136043,4708.029954063109,2031.6706626859839
3949,0.997896,-0.060521,0.1158002,1.3365334,1.32295571204,1292.812,1710.33302,0.11760000000000001,5146.339299052736,444.82229141910466,4701.517007633632,2026.8766777787241
3950,0.9978,-0.06055,0.11581,1.33637,1.32279997044,1292.6,1709.85124179,0.11760000000000001,5139.407265612939,444.39905422460504,4695.0082113883345,2022.0900092105903
3951,0.997704,-0.060578999999999994,0.1158198,1.3362066,1.32264422884,1292.388,1709.36952962,0.11760000000000001,5132.479381578258,443.9758170301054,4688.503564548152,2017.3106513732819
3952,0.997608,-0.060607999999999995,0.1158296,1.3360432,1.32248848724,1292.176,1708.88788349,0.11760000000000001,5125.555646169629,443.5525798356058,4682.003066334023,2012.5385986595268
3953,0.997512,-0.060636999999999996,0.1158394,1.3358798,1.32233274564,1291.964,1708.40630339,0.11760000000000001,5118.636058607992,443.1293426411062,4675.506715966885,2007.7738454630805
3954,0.997416,-0.060666,0.1158492,1.3357164,1.32217700404,1291.752,1707.92478932,0.11760000000000001,5111.720618114287,442.70610544660656,4669.014512667681,2003.0163861787278
3955,0.99732,-0.060695,0.115859,1.335553,1.32202126244,1291.54,1707.44334129,0.11760000000000001,5104.809323909447,442.28286825210694,4662.52645565734,1998.266215202269
3956,0.997224,-0.060724,0.1158688,1.3353896,1.32186552084,1291.328,1706.96195929,0.11760000000000001,5097.902175214413,441.8596310576073,4656.042544156805,1993.5233269305427
3957,0.997128,-0.060753,0.1158786,1.3352262,1.32170977924,1291.116,1706.48064333,0.11760000000000001,5090.999171250122,441.4363938631077,4649.562777387015,1988.7877157614087
3958,0.997032,-0.060782,0.1158884,1.3350628,1.32155403764,1290.904,1705.9993934,0.11760000000000001,5084.100311237512,441.0131566686081,4643.087154568904,1984.059376093752
3959,0.996936,-0.060811,0.1158982,1.3348994,1.32139829604,1290.692,1705.51820951,0.11760000000000001,5077.205594397524,440.58991947410846,4636.615674923415,1979.3383023274878
3960,0.99684,-0.06084,0.115908,1.334736,1.32124255444,1290.48,1705.03709165,0.11760000000000001,5070.315019951091,440.16668227960884,4630.148337671482,1974.6244888635547
3961,0.996744,-0.060869,0.1159178,1.3345726,1.32108681284,1290.268,1704.55603983,0.11760000000000001,5063.428587119151,439.7434450851092,4623.685142034043,1969.9179301039173
3962,0.996648,-0.060897999999999994,0.1159276,1.3344092,1.32093107124,1290.056,1704.07505404,0.11760000000000001,5056.546295122647,439.3202078906096,4617.226087232038,1965.2186204515706
3963,0.996552,-0.060926999999999995,0.1159374,1.3342458,1.32077532964,1289.844,1703.59413428,0.11760000000000001,5049.668143182512,438.89697069611,4610.771172486402,1960.5265543105315
3964,0.996456,-0.060955999999999996,0.1159472,1.3340824,1.32061958804,1289.632,1703.11328056,0.11760000000000001,5042.786790292228,431.8026255007294,4610.984164791498,1956.0828106716554
3965,0.99636,-0.060985,0.115957,1.333919,1.32046384644,1289.42,1702.63249287,0.11760000000000001,5035.877265426727,431.3858275996669,4604.49143782706,1951.4033162086373
3966,0.996264,-0.061014,0.1159668,1.3337556,1.32030810484,1289.208,1702.15177122,0.11760000000000001,5028.971967562462,430.96902969860446,4598.002937863857,1946.7310549180313
3967,0.9961679999999999,-0.061043,0.1159766,1.3335922,1.32015236323,1288.996,1701.6711156,0.11760000000000001,5022.070895883674,430.55223179754194,4591.518664086132,1942.0660211972843
3968,0.996072,-0.061072,0.1159864,1.3334288,1.31999662163,1288.784,1701.19052602,0.11760000000000001,5015.174049574603,430.1354338964794,4585.038615678123,1937.4082094448734
3969,0.995976,-0.061101,0.1159962,1.3332654,1.31984088003,1288.5720000000001,1700.71000247,0.11760000000000001,5008.281427819489,429.718635995417,4578.5627918240725,1932.7576140603137
3970,0.99588,-0.06113,0.116006,1.333102,1.31968513843,1288.3600000000001,1700.22954495,0.11760000000000001,5001.393029802571,429.3018380943545,4572.091191708216,1928.1142294441445
3971,0.995784,-0.061159,0.1160158,1.3329386,1.31952939683,1288.1480000000001,1699.74915347,0.11760000000000001,4994.508854708089,428.88504019329207,4565.623814514796,1923.4780499979368
3972,0.995688,-0.061188,0.1160256,1.3327752,1.31937365523,1287.9360000000001,1699.26882803,0.11760000000000001,4987.628901720283,428.46824229222955,4559.160659428053,1918.8490701242986
3973,0.995592,-0.061216999999999994,0.1160354,1.3326118,1.31921791363,1287.7240000000002,1698.78856861,0.11760000000000001,4980.753170023391,428.051444391167,4552.701725632224,1914.2272842268655
3974,0.9954959999999999,-0.061245999999999995,0.1160452,1.3324484,1.31906217203,1287.5120000000002,1698.30837524,0.11760000000000001,4973.881658801653,427.63464649010456,4546.247012311549,1909.6126867103042
3975,0.9954,-0.061274999999999996,0.116055,1.332285,1.31890643043,1287.3000000000002,1697.82824789,0.11760000000000001,4967.014367239314,427.2178485890421,4539.796518650272,1905.005271980318
3976,0.995304,-0.061304,0.1160648,1.3321216,1.31875068883,1287.0880000000002,1697.34818659,0.11760000000000001,4960.151294520606,426.8010506879796,4533.350243832626,1900.405034443636
3977,0.995208,-0.061333,0.1160746,1.3319582,1.31859494723,1286.876,1696.86819131,0.11760000000000001,4953.292439829775,426.38425278691716,4526.908187042857,1895.81196850802
3978,0.995112,-0.061362,0.1160844,1.3317948,1.31843920563,1286.664,1696.38826207,0.11760000000000001,4946.437802351051,425.9674548858547,4520.470347465196,1891.2260685822635
3979,0.995016,-0.061391,0.1160942,1.3316314,1.31828346403,1286.452,1695.90839887,0.11760000000000001,4939.587381268688,425.5506569847922,4514.036724283896,1886.6473290761955
3980,0.99492,-0.06142,0.116104,1.331468,1.31812772243,1286.24,1695.4286017,0.11760000000000001,4932.741175766913,425.1338590837297,4507.607316683184,1882.0757444006722
3981,0.9948239999999999,-0.061449,0.1161138,1.3313046,1.31797198083,1286.028,1694.94887056,0.11760000000000001,4925.899185029972,424.7170611826672,4501.182123847305,1877.5113089675813
3982,0.994728,-0.061478,0.1161236,1.3311412,1.31781623923,1285.816,1694.46920546,0.11760000000000001,4919.061408242102,424.30026328160477,4494.7611449604965,1872.9540171898439
3983,0.994632,-0.061507,0.1161334,1.3309778,1.31766049763,1285.604,1693.98960639,0.11760000000000001,4912.227844587545,423.88346538054225,4488.344379207003,1868.4038634814128
3984,0.994536,-0.061535999999999993,0.1161432,1.3308144,1.31750475603,1285.392,1693.51007336,0.11760000000000001,4905.398493250539,423.46666747947984,4481.931825771059,1863.8608422572709
3985,0.99444,-0.061564999999999995,0.116153,1.330651,1.31734901443,1285.18,1693.03060636,0.11760000000000001,4898.573353415326,423.0498695784173,4475.523483836909,1859.324947933434
3986,0.994344,-0.061593999999999996,0.1161628,1.3304876,1.31719327283,1284.968,1692.5512054,0.11760000000000001,4891.752424266142,422.6330716773548,4469.1193525887875,1854.7961749269482
3987,0.994248,-0.061623,0.1161726,1.3303242,1.31703753123,1284.7559999999999,1692.07187047,0.11760000000000001,4884.930530269417,418.33765897033925,4466.592871299078,1850.3257103698722
3988,0.994152,-0.061652,0.1161824,1.3301608,1.31688178963,1284.5439999999999,1691.59260157,0.11760000000000001,4878.094446204773,417.92468990916416,4460.169756295609,1845.8107509118936
3989,0.994056,-0.061681,0.1161922,1.3299974,1.31672604803,1284.3319999999999,1691.11339871,0.11760000000000001,4871.262624668393,417.5117208479891,4453.750903820404,1841.3028974597203
3990,0.99396,-0.06171,0.116202,1.329834,1.31657030643,1284.12,1690.63426189,0.11760000000000001,4864.435064821692,417.0987517868141,4447.336313034878,1836.8021444320987
3991,0.993864,-0.061739,0.1162118,1.3296706,1.31641456483,1283.908,1690.1551911,0.11760000000000001,4857.611765826087,416.685782725639,4440.925983100448,1832.308486248806
3992,0.993768,-0.061768,0.1162216,1.3295072,1.31625882322,1283.696,1689.67618634,0.11760000000000001,4850.792726842999,416.2728136644639,4434.519913178536,1827.8219173306595
3993,0.993672,-0.061797,0.1162314,1.3293438,1.31610308162,1283.484,1689.19724762,0.11760000000000001,4843.977947033847,415.8598446032889,4428.118102430558,1823.3424320995025
3994,0.993576,-0.061826,0.1162412,1.3291804,1.31594734002,1283.272,1688.71837493,0.11760000000000001,4837.167425560046,415.44687554211384,4421.720550017932,1818.8700249782137
3995,0.99348,-0.06185499999999999,0.116251,1.329017,1.31579159842,1283.06,1688.23956827,0.11760000000000001,4830.36116158302,415.03390648093875,4415.327255102081,1814.4046903907054
3996,0.993384,-0.061883999999999995,0.1162608,1.3288536,1.31563585682,1282.848,1687.76082765,0.11760000000000001,4823.559154264179,414.62093741976366,4408.938216844415,1809.9464227619192
3997,0.993288,-0.061912999999999996,0.1162706,1.3286902,1.31548011522,1282.636,1687.28215307,0.11760000000000001,4816.761402764949,414.20796835858863,4402.55343440636,1805.4952165178322
3998,0.993192,-0.061942,0.1162804,1.3285268,1.31532437362,1282.424,1686.80354452,0.11760000000000001,4809.966412576783,412.41695918754897,4397.549453389234,1801.0540611219594
3999,0.993096,-0.061971,0.1162902,1.3283634,1.31516863202,1282.212,1686.325002,0.11760000000000001,4803.168701966275,412.00536541590475,4391.16333655037,1796.6169365444896
4000,0.993,-0.062,0.1163,1.3282,1.31501289042,1282.0,1685.84652552,0.07840000000000001,4796.375264375122,411.5937716442605,4384.781492730862,1792.1868567214037
4001,0.99268,-0.06201,0.1163302,1.327742,1.31457704028,1281.788,1685.0090753,0.07840000000000001,4789.5072722075,411.18217787261625,4378.325094334884,1787.724442121605
4002,0.99236,-0.06202,0.1163604,1.327284,1.31414119014,1281.576,1684.17180989,0.07840000000000001,4782.643723373945,410.7705841009719,4371.873139272973,1783.2692257962005
4003,0.99204,-0.06203,0.1163906,1.326826,1.31370533999,1281.364,1683.33472927,0.07840000000000001,4775.784616984817,410.35899032932764,4365.425626655489,1778.8212018979289
4004,0.99172,-0.06204,0.1164208,1.326368,1.31326948985,1281.152,1682.49783346,0.07840000000000001,4768.92995215048,409.9473965576834,4358.982555592796,1774.380364580646
4005,0.9914,-0.06205,0.116451,1.32591,1.31283363971,1280.94,1681.66112244,0.07840000000000001,4762.079727981299,409.5358027860392,4352.543925195259,1769.9467079993321
4006,0.99108,-0.06206,0.11648120000000001,1.325452,1.31239778956,1280.728,1680.82459623,0.07840000000000001,4755.233943587628,409.1242090143949,4346.109734573233,1765.5202263100755
4007,0.99076,-0.06207,0.1165114,1.324994,1.31196193942,1280.516,1679.98825482,0.07840000000000001,4748.392598079836,408.71261524275064,4339.679982837085,1761.10091367009
4008,0.99044,-0.062079999999999996,0.1165416,1.324536,1.31152608928,1280.304,1679.1520982,0.07840000000000001,4741.5556905682815,408.3010214711064,4333.254669097175,1756.6887642377044
4009,0.99012,-0.06209,0.1165718,1.324078,1.31109023913,1280.092,1678.31612639,0.07840000000000001,4734.7232201633315,407.8894276994621,4326.833792463869,1752.2837721723693
4010,0.9898,-0.0621,0.116602,1.32362,1.31065438899,1279.88,1677.48033938,0.07840000000000001,4727.895185975342,407.47783392781787,4320.417352047524,1747.8859316346472
4011,0.98948,-0.06211,0.1166322,1.323162,1.31021853885,1279.6680000000001,1676.64473717,0.07840000000000001,4721.071587114679,407.0662401561736,4314.005346958505,1743.4952367862256
4012,0.98916,-0.06212,0.1166624,1.322704,1.3097826887,1279.4560000000001,1675.80931976,0.07840000000000001,4714.252422691701,406.6546463845293,4307.597776307171,1739.1116817899065
4013,0.9888399999999999,-0.06213,0.1166926,1.322246,1.30934683856,1279.2440000000001,1674.97408715,0.07840000000000001,4707.4376918167745,406.2430526128851,4301.19463920389,1734.7352608096082
4014,0.98852,-0.06214,0.1167228,1.321788,1.30891098842,1279.0320000000002,1674.13903934,0.07840000000000001,4700.627393600258,405.8314588412409,4294.795934759017,1730.3659680103713
4015,0.9882,-0.06215,0.116753,1.32133,1.30847513827,1278.8200000000002,1673.30417633,0.07840000000000001,4693.821527152515,405.4198650695966,4288.401662082919,1726.0037975583534
4016,0.98788,-0.06216,0.1167832,1.320872,1.30803928813,1278.6080000000002,1672.46949812,0.07840000000000001,4687.0200915839105,405.0082712979523,4282.0118202859585,1721.6487436208306
4017,0.98756,-0.06217,0.1168134,1.320414,1.30760343799,1278.3960000000002,1671.63500471,0.07840000000000001,4680.223086004799,404.596677526308,4275.626408478492,1717.3008003661912
4018,0.98724,-0.06218,0.1168436,1.319956,1.30716758784,1278.184,1670.8006961,0.07840000000000001,4673.43050952555,404.18508375466376,4269.245425770887,1712.9599619639532
4019,0.98692,-0.06219,0.1168738,1.319498,1.3067317377,1277.972,1669.96657229,0.07840000000000001,4666.642361256524,403.77348998301954,4262.868871273505,1708.6262225847438
4020,0.9866,-0.0622,0.116904,1.31904,1.30629588756,1277.76,1669.13263329,0.07840000000000001,4659.85864030808,403.36189621137527,4256.496744096705,1704.2995764003085
4021,0.98628,-0.06221,0.1169342,1.318582,1.30586003742,1277.548,1668.29887908,0.07840000000000001,4653.079345790585,402.950302439731,4250.129043350854,1699.980017583517
4022,0.98596,-0.06222,0.1169644,1.318124,1.30542418727,1277.336,1667.46530967,0.07840000000000001,4646.304476814395,402.53870866808677,4243.765768146308,1695.6675403083518
4023,0.98564,-0.06223,0.1169946,1.317666,1.30498833713,1277.124,1666.63192507,0.07840000000000001,4639.534032489875,402.12711489644255,4237.406917593433,1691.362138749915
4024,0.98532,-0.06224,0.1170248,1.317208,1.30455248699,1276.912,1665.79872526,0.07840000000000001,4632.76801192739,401.7155211247982,4231.052490802592,1687.063807084429
4025,0.985,-0.06225,0.117055,1.31675,1.30411663684,1276.7,1664.96571026,0.07840000000000001,4626.006414237299,401.30392735315394,4224.702486884145,1682.77253948923
4026,0.98468,-0.06226,0.1170852,1.316292,1.3036807867,1276.488,1664.13288005,0.07840000000000001,4619.249238529964,400.89233358150966,4218.356904948454,1678.4883301427788
4027,0.98436,-0.06227,0.1171154,1.315834,1.30324493656,1276.276,1663.30023465,0.07840000000000001,4612.496483915745,400.48073980986544,4212.015744105879,1674.2111732246444
4028,0.98404,-0.06228,0.1171456,1.315376,1.30280908641,1276.064,1662.46777404,0.07840000000000001,4605.7481495050115,400.0691460382212,4205.67900346679,1669.9410629155266
4029,0.98372,-0.06229,0.1171758,1.314918,1.30237323627,1275.8519999999999,1661.63549824,0.07840000000000001,4599.004234408117,399.65755226657694,4199.3466821415395,1665.677993397232
4030,0.9833999999999999,-0.0623,0.117206,1.31446,1.30193738613,1275.6399999999999,1660.80340724,0.07840000000000001,4592.26473773543,399.24595849493267,4193.018779240497,1661.4219588526935
4031,0.98308,-0.06231,0.1172362,1.314002,1.30150153598,1275.4279999999999,1659.97150104,0.07840000000000001,4585.529658597307,398.83436472328833,4186.695293874019,1657.1729534659576
4032,0.98276,-0.06232,0.1172664,1.313544,1.30106568584,1275.216,1659.13977963,0.07840000000000001,4578.798996104115,398.4227709516441,4180.37622515247,1652.93097142219
4033,0.98244,-0.062329999999999997,0.1172966,1.313086,1.3006298357,1275.004,1658.30824303,0.07840000000000001,4572.072749366213,398.0111771799999,4174.061572186213,1648.6960069076742
4034,0.98212,-0.06234,0.1173268,1.312628,1.30019398555,1274.792,1657.47689123,0.07840000000000001,4565.350917493967,397.5995834083556,4167.751334085611,1644.4680541098157
4035,0.9818,-0.06235,0.117357,1.31217,1.29975813541,1274.58,1656.64572423,0.07840000000000001,4558.633499597734,397.18798963671134,4161.445509961022,1640.247107217131
4036,0.98148,-0.06236,0.1173872,1.311712,1.29932228527,1274.368,1655.81474203,0.07840000000000001,4551.920494787881,396.7763958650671,4155.144098922814,1636.033160419262
4037,0.98116,-0.06237,0.1174174,1.311254,1.29888643512,1274.156,1654.98394463,0.07840000000000001,4545.211902174763,396.3648020934229,4148.847100081341,1631.8262079069625
4038,0.98084,-0.06238,0.1174476,1.310796,1.29845058498,1273.944,1654.15333203,0.07840000000000001,4538.50772086875,395.9532083217786,4142.554512546972,1627.6262438721105
4039,0.98052,-0.06239,0.1174778,1.310338,1.29801473484,1273.732,1653.32290423,0.07840000000000001,4531.807949980201,395.5416145501343,4136.266335430067,1623.4332625076986
4040,0.9802,-0.0624,0.117508,1.30988,1.29757888469,1273.52,1652.49266124,0.07840000000000001,4525.112588619473,395.13002077849,4129.982567840983,1619.247258007835
4041,0.97988,-0.06241,0.1175382,1.309422,1.29714303455,1273.308,1651.66260304,0.07840000000000001,4518.421635896936,394.7184270068458,4123.7032088900905,1615.0682245677535
4042,0.97956,-0.06242,0.1175684,1.308964,1.29670718441,1273.096,1650.83272964,0.07840000000000001,4511.735090922951,394.30683323520157,4117.4282576877495,1610.8961563837986
4043,0.97924,-0.06243,0.1175986,1.308506,1.29627133427,1272.884,1650.00304105,0.07840000000000001,4505.052952807875,393.8952394635573,4111.157713344318,1606.7310476534383
4044,0.97892,-0.06244,0.1176288,1.308048,1.29583548412,1272.672,1649.17353725,0.07840000000000001,4498.375220662074,393.483645691913,4104.891574970161,1602.5728925752555
4045,0.9786,-0.06245,0.117659,1.30759,1.29539963398,1272.46,1648.34421825,0.07840000000000001,4491.701893595911,393.0720519202688,4098.629841675643,1598.4216853489552
4046,0.97828,-0.06246,0.1176892,1.307132,1.29496378384,1272.248,1647.51508406,0.07840000000000001,4485.032970719743,392.66045814862446,4092.372512571119,1594.2774201753527
4047,0.9779599999999999,-0.06247,0.1177194,1.306674,1.29452793369,1272.036,1646.68613466,0.07840000000000001,4478.368451143938,392.24886437698024,4086.1195867669576,1590.14009125639
4048,0.97764,-0.06248,0.1177496,1.306216,1.29409208355,1271.824,1645.85737007,0.07840000000000001,4471.708333978855,391.83727060533596,4079.871063373519,1586.0096927951242
4049,0.97732,-0.06249,0.1177798,1.305758,1.29365623341,1271.612,1645.02879027,0.07840000000000001,4465.052618334857,391.4256768336917,4073.6269415011648,1581.8862189957292
4050,0.977,-0.0625,0.11781,1.3053,1.29322038326,1271.4,1644.20039528,0.07840000000000001,4458.401303322305,391.01408306204746,4067.387220260257,1577.7696640634963
4051,0.97668,-0.06251,0.1178402,1.304842,1.29278453312,1271.188,1643.37218509,0.07840000000000001,4451.75438805156,390.60248929040324,4061.151898761157,1573.6600222048394
4052,0.97636,-0.06252,0.1178704,1.304384,1.29234868298,1270.976,1642.5441597,0.07840000000000001,4445.1118716329875,390.19089551875896,4054.9209761142283,1569.5572876272884
4053,0.97604,-0.06253,0.1179006,1.303926,1.29191283283,1270.7640000000001,1641.7163191,0.07840000000000001,4438.473753176949,389.77930174711463,4048.6944514298343,1565.461454539488
4054,0.97572,-0.06254,0.1179308,1.303468,1.29147698269,1270.5520000000001,1640.88866331,0.07840000000000001,4431.840031793802,389.36770797547035,4042.472323818332,1561.3725171512067
4055,0.9754,-0.06255,0.117961,1.30301,1.29104113255,1270.3400000000001,1640.06119232,0.07840000000000001,4425.210706593917,388.95611420382613,4036.254592390091,1557.2904696733278
4056,0.97508,-0.06256,0.1179912,1.302552,1.2906052824,1270.1280000000002,1639.23390613,0.07840000000000001,4418.585776687647,388.5445204321819,4030.041256255465,1553.2153063178507
4057,0.97476,-0.06257,0.1180214,1.302094,1.29016943226,1269.9160000000002,1638.40680474,0.07840000000000001,4411.965241185358,388.13292666053763,4023.83231452482,1549.1470212979004
4058,0.97444,-0.06258,0.11805159999999999,1.301636,1.28973358212,1269.7040000000002,1637.57988815,0.07840000000000001,4405.349099197418,387.72133288889336,4017.6277663085243,1545.085608827713
4059,0.97412,-0.06259,0.1180818,1.301178,1.28929773197,1269.4920000000002,1636.75315636,0.07840000000000001,4398.737349834176,387.30973911724914,4011.4276107169267,1541.0310631226437
4060,0.9738,-0.0626,0.118112,1.30072,1.28886188183,1269.28,1635.92660937,0.07840000000000001,4392.129992206007,386.8981453456049,4005.231846860402,1536.9833783991705
4061,0.97348,-0.06261,0.1181422,1.300262,1.28842603169,1269.068,1635.10024718,0.07840000000000001,4385.527025423264,386.4865515739606,3999.040473849303,1532.9425488748827
4062,0.97316,-0.06262,0.1181724,1.299804,1.28799018155,1268.856,1634.27406979,0.07840000000000001,4378.928448596316,386.0749578023163,3992.8534907939998,1528.9085687684965
4063,0.97284,-0.06263,0.1182026,1.299346,1.2875543314,1268.644,1633.44807721,0.07840000000000001,4372.33426083552,385.663364030672,3986.670896804848,1524.881432299835
4064,0.9725199999999999,-0.06264,0.1182328,1.298888,1.28711848126,1268.432,1632.62226942,0.07840000000000001,4365.74446125124,385.2517702590278,3980.4926909922124,1520.8611336898505
4065,0.9722,-0.06265,0.118263,1.29843,1.28668263112,1268.22,1631.79664643,0.07840000000000001,4359.159048953838,384.8401764873836,3974.318872466454,1516.8476671606065
4066,0.97188,-0.06266,0.1182932,1.297972,1.28624678097,1268.008,1630.97120825,0.07840000000000001,4352.578023053676,384.4285827157393,3968.1494403379365,1512.8410269352876
4067,0.97156,-0.06267,0.1183234,1.297514,1.28581093083,1267.796,1630.14595486,0.07840000000000001,4346.001382661115,384.01698894409503,3961.98439371702,1508.8412072381964
4068,0.97124,-0.06268,0.1183536,1.297056,1.28537508069,1267.584,1629.32088628,0.07840000000000001,4339.429126886521,383.60539517245076,3955.82373171407,1504.848202294752
4069,0.97092,-0.06269,0.1183838,1.296598,1.28493923054,1267.372,1628.49600249,0.07840000000000001,4332.86125484025,383.19380140080654,3949.6674534394433,1500.8620063314922
4070,0.9706,-0.0627,0.118414,1.29614,1.2845033804,1267.1599999999999,1627.67130351,0.07840000000000001,4326.29776563267,382.78220762916226,3943.515558003508,1496.8826135760767
4071,0.97028,-0.06271,0.1184442,1.295682,1.28406753026,1266.9479999999999,1626.84678932,0.07840000000000001,4319.738658374139,382.370613857518,3937.368044516621,1492.910018257276
4072,0.9699599999999999,-0.06272,0.1184744,1.295224,1.28363168011,1266.7359999999999,1626.02245994,0.07840000000000001,4313.183932175021,381.9590200858737,3931.2249120891474,1488.9442146049864
4073,0.96964,-0.06273,0.1185046,1.294766,1.28319582997,1266.524,1625.19831536,0.07840000000000001,4306.633586145678,381.5474263142294,3925.0861598314486,1484.9851968502176
4074,0.96932,-0.06274,0.1185348,1.294308,1.28275997983,1266.312,1624.37435557,0.07840000000000001,4300.087619396472,381.1358325425852,3918.951786853887,1481.0329592250991
4075,0.969,-0.06275,0.118565,1.29385,1.28232412968,1266.1,1623.55058059,0.07840000000000001,4293.546031037766,380.72423877094093,3912.8217922668246,1477.087495962878
4076,0.96868,-0.06276,0.1185952,1.293392,1.28188827954,1265.888,1622.72699041,0.07840000000000001,4287.008820179917,380.3126449992967,3906.6961751806202,1473.1488012979185
4077,0.96836,-0.06277,0.11862539999999999,1.292934,1.2814524294,1265.676,1621.90358503,0.07840000000000001,4280.4759859332935,379.9010512276524,3900.574934705641,1469.2168694657078
4078,0.96804,-0.06278,0.1186556,1.292476,1.28101657925,1265.464,1621.08036445,0.07840000000000001,4273.947527408256,379.48945745600815,3894.458069952248,1465.2916947028455
4079,0.96772,-0.06279,0.1186858,1.292018,1.28058072911,1265.252,1620.25732867,0.07840000000000001,4267.423443715164,379.07786368436393,3888.3455800307997,1461.3732712470514
4080,0.9674,-0.0628,0.118716,1.29156,1.28014487897,1265.04,1619.43447769,0.07840000000000001,4260.903733964382,378.66626991271966,3882.2374640516623,1457.4615933371654
4081,0.9670799999999999,-0.06281,0.1187462,1.291102,1.27970902882,1264.828,1618.61181151,0.07840000000000001,4254.388397266272,378.2546761410754,3876.133721125196,1453.556655213143
4082,0.96676,-0.06282,0.1187764,1.290644,1.27927317868,1264.616,1617.78933013,0.07840000000000001,4247.877432731192,377.8430823694311,3870.034350361761,1449.658451116058
4083,0.96644,-0.06283,0.1188066,1.290186,1.27883732854,1264.404,1616.96703355,0.07840000000000001,4241.370839469512,377.4314885977869,3863.9393508717253,1445.7669752881047
4084,0.96612,-0.06284000000000001,0.11883679999999999,1.289728,1.2784014784,1264.192,1616.14492178,0.07840000000000001,4234.868616591588,377.0198948261426,3857.848721765445,1441.8822219725948
4085,0.9658,-0.06285,0.118867,1.28927,1.27796562825,1263.98,1615.3229948,0.07840000000000001,4228.370763207785,376.6083010544983,3851.7624621532864,1438.0041854139545
4086,0.96548,-0.06286,0.1188972,1.288812,1.27752977811,1263.768,1614.50125262,0.07840000000000001,4221.87727842846,376.19670728285405,3845.6805711456063,1434.1328598577325
4087,0.96516,-0.06287,0.1189274,1.288354,1.27709392797,1263.556,1613.67969524,0.07840000000000001,4215.388161363981,375.78511351120983,3839.603047852772,1430.2682395505956
4088,0.96484,-0.06288,0.1189576,1.287896,1.27665807782,1263.344,1612.85832267,0.07840000000000001,4208.90341112471,375.37351973956555,3833.5298913851448,1426.410318740327
4089,0.9645199999999999,-0.06289,0.1189878,1.287438,1.27622222768,1263.132,1612.03713489,0.07840000000000001,4202.423026821005,374.9619259679213,3827.4611008530837,1422.5590916758263
4090,0.9642,-0.0629,0.119018,1.28698,1.27578637754,1262.92,1611.21613192,0.07840000000000001,4195.94700756323,374.55033219627705,3821.396675366953,1418.7145526071165
4091,0.96388,-0.06291,0.11904819999999999,1.286522,1.27535052739,1262.708,1610.39531374,0.07840000000000001,4189.475352461749,374.1387384246328,3815.3366140371163,1414.876695785334
4092,0.96356,-0.06292,0.1190784,1.286064,1.27491467725,1262.496,1609.57468037,0.07840000000000001,4183.008060626919,373.7271446529885,3809.280915973931,1411.045515462735
4093,0.96324,-0.06293,0.1191086,1.285606,1.27447882711,1262.284,1608.7542318,0.07840000000000001,4176.545131169109,373.3155508813443,3803.2295802877643,1407.2210058926953
4094,0.96292,-0.06294,0.1191388,1.285148,1.27404297696,1262.0720000000001,1607.93396802,0.07840000000000001,4170.086563198676,372.9039571097,3797.182606088976,1403.403161329707
4095,0.9626,-0.06295,0.119169,1.28469,1.27360712682,1261.8600000000001,1607.11388905,0.07840000000000001,4163.632355825983,372.4923633380557,3791.139992487927,1399.5919760293812
4096,0.96228,-0.06296,0.1191992,1.284232,1.27317127668,1261.6480000000001,1606.29399488,0.07840000000000001,4157.182508161393,372.08076956641145,3785.1017385949817,1395.7874442484458
4097,0.96196,-0.06297,0.1192294,1.283774,1.27273542653,1261.4360000000001,1605.47428551,0.07840000000000001,4150.737019315268,371.6691757947672,3779.067843520501,1391.9895602447496
4098,0.9616399999999999,-0.06298,0.1192596,1.283316,1.27229957639,1261.2240000000002,1604.65476093,0.07840000000000001,4144.29588839797,371.25758202312295,3773.038306374847,1388.198318277257
4099,0.96132,-0.06299,0.1192898,1.282858,1.27186372625,1261.0120000000002,1603.83542116,0.07840000000000001,4137.859114519861,370.8459882514787,3767.013126268382,1384.4137126060525
4100,0.961,-0.063,0.11932,1.2824,1.2714278761,1260.8000000000002,1603.01626619,0.07840000000000001,4131.4266967913045,370.4343944798344,3760.99230231147,1380.6357374923373
4101,0.96068,-0.06301,0.1193502,1.281942,1.27099202596,1260.5880000000002,1602.19729602,0.07840000000000001,4124.998634322658,370.0228007081902,3754.9758336144682,1376.86438719843
